N,X,Y,Z,Distance,Power (dBm),Phase (deg),Angle
715.0,-3.25181,-11.6136,2.5,21.8134,-78.8563,58.1209,-161
3234.0,-1.75181,5.38644,2.5,4.8349,-69.1117,-63.5845,-161
3342.0,-21.7518,6.38644,2.5,21.7484,-114.929,-25.1416,-161
3189.0,-24.2518,5.38644,2.5,24.3865,-101.331,53.6519,-161
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-161
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-161
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-161
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,-161
2276.0,0.248192,-1.11356,2.5,11.1274,-73.9384,-24.6447,-161
2223.0,-26.2518,-1.11356,2.5,28.2261,-159.554,-44.793,-161
2235.0,-20.2518,-1.11356,2.5,22.8333,-100.801,43.554,-161
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-161
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-161
2018.0,-17.7518,-2.61356,2.5,21.5284,-113.846,-130.782,-161
2707.0,-6.25181,1.88644,2.5,10.0592,-75.2265,126.447,-161
2902.0,-19.7518,3.38644,2.5,20.54,-130.338,49.8985,-161
2573.0,0.748192,0.886438,2.5,9.17429,-78.8232,116.304,-161
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-161
2648.0,1.24819,1.38644,2.5,8.75259,-73.12,40.3804,-161
2642.0,-1.75181,1.38644,2.5,8.73412,-74.6689,-148.899,-161
2633.0,-6.25181,1.38644,2.5,10.4666,-73.7135,-74.9494,-161
1052.0,-19.7518,-9.11356,2.5,27.2668,-103.129,64.0104,-160
1218.0,-10.7518,-8.11356,2.5,20.9099,-93.103,6.07824,-160
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.5138,-85.8466,-160
1756.0,-0.751808,-4.61356,2.5,14.6204,-75.2373,51.5832,-160
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-160
1530.0,-2.75181,-6.11356,2.5,16.2982,-78.7491,-48.8591,-160
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-160
258.0,-9.75181,-14.6136,2.5,26.3639,-96.7304,-43.6049,-160
478.0,-10.7518,-13.1136,2.5,25.3645,-94.5067,-127.261,-160
475.0,-12.2518,-13.1136,2.5,26.0182,-101.521,0.705618,-160
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-160
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-160
853.0,-8.25181,-10.6136,2.5,22.0921,-112.306,20.6118,-160
774.0,-10.7518,-11.1136,2.5,23.5564,-92.4277,179.117,-160
917.0,-13.2518,-10.1136,2.5,23.9198,-103.906,56.6254,-160
693.0,-14.2518,-11.6136,2.5,25.7224,-102.779,-29.9771,-160
715.0,-3.25181,-11.6136,2.5,21.8134,-79.6181,37.7319,-160
613.0,-17.2518,-12.1136,2.5,27.86,-97.6744,-57.0068,-160
3189.0,-24.2518,5.38644,2.5,24.3865,-100.789,27.98,-160
3234.0,-1.75181,5.38644,2.5,4.8349,-69.4534,-70.1288,-160
3342.0,-21.7518,6.38644,2.5,21.7484,-250.0,0.0,-160
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-160
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-160
3489.0,-22.2518,7.38644,2.5,22.1012,-108.014,-139.031,-160
2276.0,0.248192,-1.11356,2.5,11.1274,-75.1233,-21.516,-160
2235.0,-20.2518,-1.11356,2.5,22.8333,-101.784,153.594,-160
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,-160
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-160
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-160
2018.0,-17.7518,-2.61356,2.5,21.5284,-108.665,-70.6795,-160
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-160
2707.0,-6.25181,1.88644,2.5,10.0592,-77.2862,121.916,-160
2902.0,-19.7518,3.38644,2.5,20.54,-118.594,-145.844,-160
2573.0,0.748192,0.886438,2.5,9.17429,-79.1923,126.062,-160
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-160
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-160
2642.0,-1.75181,1.38644,2.5,8.73412,-74.667,-148.818,-160
2633.0,-6.25181,1.38644,2.5,10.4666,-72.7346,-77.5699,-160
1052.0,-19.7518,-9.11356,2.5,27.2668,-98.396,43.0615,-159
1218.0,-10.7518,-8.11356,2.5,20.9099,-93.4924,-176.094,-159
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.4431,-85.9119,-159
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.4437,45.5519,-159
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-159
1530.0,-2.75181,-6.11356,2.5,16.2982,-79.6505,-82.6866,-159
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-159
258.0,-9.75181,-14.6136,2.5,26.3639,-96.4989,-40.9491,-159
478.0,-10.7518,-13.1136,2.5,25.3645,-104.955,22.0763,-159
475.0,-12.2518,-13.1136,2.5,26.0182,-92.567,95.893,-159
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-159
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-159
853.0,-8.25181,-10.6136,2.5,22.0921,-109.049,-88.771,-159
774.0,-10.7518,-11.1136,2.5,23.5564,-91.3185,111.344,-159
917.0,-13.2518,-10.1136,2.5,23.9198,-104.966,61.1793,-159
693.0,-14.2518,-11.6136,2.5,25.7224,-101.25,48.496,-159
715.0,-3.25181,-11.6136,2.5,21.8134,-80.5521,30.8111,-159
613.0,-17.2518,-12.1136,2.5,27.86,-97.1377,65.7529,-159
3234.0,-1.75181,5.38644,2.5,4.8349,-69.8021,-70.1391,-159
3189.0,-24.2518,5.38644,2.5,24.3865,-101.194,168.033,-159
3342.0,-21.7518,6.38644,2.5,21.7484,-109.33,-116.787,-159
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-159
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-159
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-159
3489.0,-22.2518,7.38644,2.5,22.1012,-108.261,77.9932,-159
2276.0,0.248192,-1.11356,2.5,11.1274,-75.7823,-37.9783,-159
2235.0,-20.2518,-1.11356,2.5,22.8333,-99.4895,46.5694,-159
2223.0,-26.2518,-1.11356,2.5,28.2261,-173.391,104.363,-159
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-159
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-159
2018.0,-17.7518,-2.61356,2.5,21.5284,-105.443,121.091,-159
2707.0,-6.25181,1.88644,2.5,10.0592,-77.4288,122.467,-159
2902.0,-19.7518,3.38644,2.5,20.54,-112.379,157.022,-159
2573.0,0.748192,0.886438,2.5,9.17429,-79.1109,119.569,-159
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-159
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-159
2642.0,-1.75181,1.38644,2.5,8.73412,-75.1426,-138.703,-159
2633.0,-6.25181,1.38644,2.5,10.4666,-73.3895,-81.8596,-159
1052.0,-19.7518,-9.11356,2.5,27.2668,-99.9736,118.478,-158
1218.0,-10.7518,-8.11356,2.5,20.9099,-94.1169,99.5185,-158
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.4975,-81.2322,-158
1756.0,-0.751808,-4.61356,2.5,14.6204,-78.3186,49.2106,-158
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-158
1530.0,-2.75181,-6.11356,2.5,16.2982,-83.1904,-56.5481,-158
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-158
258.0,-9.75181,-14.6136,2.5,26.3639,-100.596,-64.6161,-158
478.0,-10.7518,-13.1136,2.5,25.3645,-91.5058,-178.602,-158
475.0,-12.2518,-13.1136,2.5,26.0182,-99.3479,-119.411,-158
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-158
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-158
853.0,-8.25181,-10.6136,2.5,22.0921,-99.514,80.697,-158
774.0,-10.7518,-11.1136,2.5,23.5564,-90.356,79.6934,-158
917.0,-13.2518,-10.1136,2.5,23.9198,-103.605,72.6761,-158
613.0,-17.2518,-12.1136,2.5,27.86,-97.4438,1.66384,-158
693.0,-14.2518,-11.6136,2.5,25.7224,-100.114,-131.379,-158
715.0,-3.25181,-11.6136,2.5,21.8134,-79.9437,34.7829,-158
3234.0,-1.75181,5.38644,2.5,4.8349,-69.2616,-69.5039,-158
3342.0,-21.7518,6.38644,2.5,21.7484,-122.907,-153.787,-158
3189.0,-24.2518,5.38644,2.5,24.3865,-250.0,0.0,-158
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-158
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-158
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-158
3489.0,-22.2518,7.38644,2.5,22.1012,-250.0,0.0,-158
2276.0,0.248192,-1.11356,2.5,11.1274,-74.0581,-23.8755,-158
2235.0,-20.2518,-1.11356,2.5,22.8333,-99.4052,72.2126,-158
2223.0,-26.2518,-1.11356,2.5,28.2261,-250.0,0.0,-158
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-158
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-158
2018.0,-17.7518,-2.61356,2.5,21.5284,-103.332,82.6106,-158
2707.0,-6.25181,1.88644,2.5,10.0592,-75.4686,124.183,-158
2902.0,-19.7518,3.38644,2.5,20.54,-108.5,-124.412,-158
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-158
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-158
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-158
2642.0,-1.75181,1.38644,2.5,8.73412,-77.2901,-151.615,-158
2633.0,-6.25181,1.38644,2.5,10.4666,-72.8999,-79.4692,-158
1052.0,-19.7518,-9.11356,2.5,27.2668,-100.308,72.5817,-157
1218.0,-10.7518,-8.11356,2.5,20.9099,-95.4095,114.503,-157
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.0235,-60.1332,-157
1756.0,-0.751808,-4.61356,2.5,14.6204,-77.4919,45.6776,-157
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-157
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.8532,-45.3585,-157
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-157
258.0,-9.75181,-14.6136,2.5,26.3639,-100.359,-100.842,-157
478.0,-10.7518,-13.1136,2.5,25.3645,-91.4262,135.836,-157
475.0,-12.2518,-13.1136,2.5,26.0182,-90.4432,-159.103,-157
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-157
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-157
853.0,-8.25181,-10.6136,2.5,22.0921,-97.0341,-14.1248,-157
774.0,-10.7518,-11.1136,2.5,23.5564,-89.5751,109.547,-157
917.0,-13.2518,-10.1136,2.5,23.9198,-100.876,25.167,-157
693.0,-14.2518,-11.6136,2.5,25.7224,-100.048,-150.505,-157
715.0,-3.25181,-11.6136,2.5,21.8134,-78.8417,51.6601,-157
613.0,-17.2518,-12.1136,2.5,27.86,-98.38,37.2416,-157
3234.0,-1.75181,5.38644,2.5,4.8349,-69.4172,-62.1032,-157
3342.0,-21.7518,6.38644,2.5,21.7484,-103.921,-20.6435,-157
3189.0,-24.2518,5.38644,2.5,24.3865,-100.537,140.486,-157
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-157
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-157
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-157
3489.0,-22.2518,7.38644,2.5,22.1012,-103.965,157.935,-157
2276.0,0.248192,-1.11356,2.5,11.1274,-74.1048,-37.4853,-157
2223.0,-26.2518,-1.11356,2.5,28.2261,-120.792,63.0588,-157
2235.0,-20.2518,-1.11356,2.5,22.8333,-100.444,-115.503,-157
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-157
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-157
2018.0,-17.7518,-2.61356,2.5,21.5284,-101.909,172.045,-157
2707.0,-6.25181,1.88644,2.5,10.0592,-77.1207,140.325,-157
2902.0,-19.7518,3.38644,2.5,20.54,-105.628,90.7008,-157
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-157
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-157
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-157
2642.0,-1.75181,1.38644,2.5,8.73412,-75.4584,-137.417,-157
2633.0,-6.25181,1.38644,2.5,10.4666,-73.4031,-68.0301,-157
1052.0,-19.7518,-9.11356,2.5,27.2668,-102.612,87.5818,-156
1218.0,-10.7518,-8.11356,2.5,20.9099,-98.1021,-130.402,-156
1828.0,-1.75181,-4.11356,2.5,14.1875,-78.2877,-85.9861,-156
1756.0,-0.751808,-4.61356,2.5,14.6204,-75.3171,50.7711,-156
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-156
1530.0,-2.75181,-6.11356,2.5,16.2982,-81.3102,-45.9805,-156
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-156
258.0,-9.75181,-14.6136,2.5,26.3639,-93.7231,-69.6852,-156
478.0,-10.7518,-13.1136,2.5,25.3645,-90.8549,158.16,-156
475.0,-12.2518,-13.1136,2.5,26.0182,-92.7266,-140.639,-156
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-156
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-156
853.0,-8.25181,-10.6136,2.5,22.0921,-95.4933,-25.675,-156
774.0,-10.7518,-11.1136,2.5,23.5564,-96.3365,-147.43,-156
917.0,-13.2518,-10.1136,2.5,23.9198,-110.018,-66.3338,-156
613.0,-17.2518,-12.1136,2.5,27.86,-109.569,-132.51,-156
693.0,-14.2518,-11.6136,2.5,25.7224,-102.779,-166.113,-156
715.0,-3.25181,-11.6136,2.5,21.8134,-80.7963,80.3094,-156
3189.0,-24.2518,5.38644,2.5,24.3865,-100.231,-6.81033,-156
3234.0,-1.75181,5.38644,2.5,4.8349,-69.4175,-70.0244,-156
3342.0,-21.7518,6.38644,2.5,21.7484,-102.876,-125.4,-156
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-156
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-156
3489.0,-22.2518,7.38644,2.5,22.1012,-102.939,49.0597,-156
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-156
2276.0,0.248192,-1.11356,2.5,11.1274,-75.212,-39.4648,-156
2223.0,-26.2518,-1.11356,2.5,28.2261,-115.782,-99.1725,-156
2235.0,-20.2518,-1.11356,2.5,22.8333,-118.919,19.8783,-156
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-156
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-156
2018.0,-17.7518,-2.61356,2.5,21.5284,-100.935,27.5068,-156
2707.0,-6.25181,1.88644,2.5,10.0592,-75.1033,132.754,-156
2902.0,-19.7518,3.38644,2.5,20.54,-104.393,70.1697,-156
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-156
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-156
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-156
2642.0,-1.75181,1.38644,2.5,8.73412,-74.6309,-144.79,-156
2633.0,-6.25181,1.38644,2.5,10.4666,-73.4476,-81.9556,-156
1052.0,-19.7518,-9.11356,2.5,27.2668,-105.329,80.5802,-155
1218.0,-10.7518,-8.11356,2.5,20.9099,-105.242,81.0417,-155
1828.0,-1.75181,-4.11356,2.5,14.1875,-79.0502,-59.6324,-155
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.6074,69.5809,-155
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-155
1530.0,-2.75181,-6.11356,2.5,16.2982,-83.3853,-67.9682,-155
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-155
258.0,-9.75181,-14.6136,2.5,26.3639,-95.5119,35.4163,-155
478.0,-10.7518,-13.1136,2.5,25.3645,-96.1174,-87.7509,-155
475.0,-12.2518,-13.1136,2.5,26.0182,-97.3161,108.077,-155
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-155
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-155
853.0,-8.25181,-10.6136,2.5,22.0921,-94.221,48.2805,-155
774.0,-10.7518,-11.1136,2.5,23.5564,-89.879,137.354,-155
917.0,-13.2518,-10.1136,2.5,23.9198,-91.3399,105.987,-155
693.0,-14.2518,-11.6136,2.5,25.7224,-93.3529,25.5059,-155
715.0,-3.25181,-11.6136,2.5,21.8134,-87.6091,31.6232,-155
613.0,-17.2518,-12.1136,2.5,27.86,-110.796,111.931,-155
3234.0,-1.75181,5.38644,2.5,4.8349,-70.1439,-68.56,-155
3342.0,-21.7518,6.38644,2.5,21.7484,-102.575,-100.591,-155
3189.0,-24.2518,5.38644,2.5,24.3865,-98.3216,-50.4736,-155
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-155
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-155
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-155
3489.0,-22.2518,7.38644,2.5,22.1012,-102.306,73.3218,-155
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-155
2235.0,-20.2518,-1.11356,2.5,22.8333,-100.301,-113.15,-155
2223.0,-26.2518,-1.11356,2.5,28.2261,-107.802,125.262,-155
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-155
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-155
2018.0,-17.7518,-2.61356,2.5,21.5284,-100.267,6.98326,-155
2707.0,-6.25181,1.88644,2.5,10.0592,-75.0992,129.321,-155
2902.0,-19.7518,3.38644,2.5,20.54,-102.875,-178.583,-155
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-155
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-155
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-155
2642.0,-1.75181,1.38644,2.5,8.73412,-74.6533,-144.051,-155
2633.0,-6.25181,1.38644,2.5,10.4666,-74.7467,-78.6639,-155
1052.0,-19.7518,-9.11356,2.5,27.2668,-105.113,82.2904,-154
1218.0,-10.7518,-8.11356,2.5,20.9099,-110.713,-144.169,-154
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.7471,-61.4645,-154
1756.0,-0.751808,-4.61356,2.5,14.6204,-76.3082,45.7416,-154
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-154
1530.0,-2.75181,-6.11356,2.5,16.2982,-78.2916,-77.0286,-154
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-154
258.0,-9.75181,-14.6136,2.5,26.3639,-91.2024,-41.9815,-154
478.0,-10.7518,-13.1136,2.5,25.3645,-89.6768,152.355,-154
475.0,-12.2518,-13.1136,2.5,26.0182,-96.7619,60.4355,-154
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-154
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-154
853.0,-8.25181,-10.6136,2.5,22.0921,-94.2364,-153.225,-154
774.0,-10.7518,-11.1136,2.5,23.5564,-90.0813,131.111,-154
917.0,-13.2518,-10.1136,2.5,23.9198,-92.7062,79.97,-154
613.0,-17.2518,-12.1136,2.5,27.86,-109.916,15.2737,-154
693.0,-14.2518,-11.6136,2.5,25.7224,-90.6724,-8.96898,-154
715.0,-3.25181,-11.6136,2.5,21.8134,-78.8204,57.2686,-154
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-154
3342.0,-21.7518,6.38644,2.5,21.7484,-100.838,57.6833,-154
3189.0,-24.2518,5.38644,2.5,24.3865,-101.004,78.1721,-154
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-154
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-154
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-154
3489.0,-22.2518,7.38644,2.5,22.1012,-101.695,-129.277,-154
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-154
2235.0,-20.2518,-1.11356,2.5,22.8333,-99.191,72.2796,-154
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-154
2223.0,-26.2518,-1.11356,2.5,28.2261,-116.975,-105.588,-154
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-154
2018.0,-17.7518,-2.61356,2.5,21.5284,-99.8192,108.317,-154
2707.0,-6.25181,1.88644,2.5,10.0592,-75.454,137.446,-154
2902.0,-19.7518,3.38644,2.5,20.54,-101.977,58.8449,-154
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-154
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-154
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-154
2642.0,-1.75181,1.38644,2.5,8.73412,-75.7803,-136.757,-154
2633.0,-6.25181,1.38644,2.5,10.4666,-74.6538,-79.5247,-154
1052.0,-19.7518,-9.11356,2.5,27.2668,-106.332,68.9573,-153
1218.0,-10.7518,-8.11356,2.5,20.9099,-99.5744,-104.203,-153
1828.0,-1.75181,-4.11356,2.5,14.1875,-76.4587,-63.4035,-153
1756.0,-0.751808,-4.61356,2.5,14.6204,-78.3923,64.9075,-153
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-153
1530.0,-2.75181,-6.11356,2.5,16.2982,-80.8398,-45.4207,-153
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-153
258.0,-9.75181,-14.6136,2.5,26.3639,-93.154,-47.1851,-153
478.0,-10.7518,-13.1136,2.5,25.3645,-94.2641,134.96,-153
475.0,-12.2518,-13.1136,2.5,26.0182,-96.2866,5.43753,-153
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-153
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-153
853.0,-8.25181,-10.6136,2.5,22.0921,-93.4545,93.379,-153
774.0,-10.7518,-11.1136,2.5,23.5564,-94.5025,-179.588,-153
917.0,-13.2518,-10.1136,2.5,23.9198,-103.326,-69.3065,-153
693.0,-14.2518,-11.6136,2.5,25.7224,-92.0286,71.5711,-153
715.0,-3.25181,-11.6136,2.5,21.8134,-87.3567,30.0512,-153
613.0,-17.2518,-12.1136,2.5,27.86,-107.025,-0.437926,-153
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-153
3342.0,-21.7518,6.38644,2.5,21.7484,-101.186,-12.5733,-153
3189.0,-24.2518,5.38644,2.5,24.3865,-138.435,-91.6457,-153
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-153
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-153
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-153
3489.0,-22.2518,7.38644,2.5,22.1012,-100.903,155.247,-153
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-153
2235.0,-20.2518,-1.11356,2.5,22.8333,-99.075,36.4025,-153
2223.0,-26.2518,-1.11356,2.5,28.2261,-105.786,55.6656,-153
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-153
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-153
2018.0,-17.7518,-2.61356,2.5,21.5284,-99.5373,-30.7962,-153
2707.0,-6.25181,1.88644,2.5,10.0592,-78.0991,129.599,-153
2902.0,-19.7518,3.38644,2.5,20.54,-101.335,59.8683,-153
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-153
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-153
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-153
2642.0,-1.75181,1.38644,2.5,8.73412,-76.9402,-153.852,-153
2633.0,-6.25181,1.38644,2.5,10.4666,-73.1157,-80.7864,-153
1052.0,-19.7518,-9.11356,2.5,27.2668,-101.973,104.705,-152
1218.0,-10.7518,-8.11356,2.5,20.9099,-96.1035,25.1532,-152
1828.0,-1.75181,-4.11356,2.5,14.1875,-77.5315,-58.7896,-152
1756.0,-0.751808,-4.61356,2.5,14.6204,-75.965,68.0446,-152
1925.0,-27.2518,-3.11356,2.5,29.9677,-250.0,0.0,-152
1530.0,-2.75181,-6.11356,2.5,16.2982,-77.6643,-69.6253,-152
1701.0,8.74819,-5.11356,2.5,17.6179,-96.2567,150.603,-152
258.0,-9.75181,-14.6136,2.5,26.3639,-92.955,15.3277,-152
478.0,-10.7518,-13.1136,2.5,25.3645,-90.9469,-160.687,-152
475.0,-12.2518,-13.1136,2.5,26.0182,-95.3195,80.061,-152
18.0,-18.7518,-16.1136,2.5,31.9715,-250.0,0.0,-152
121.0,-4.25181,-15.6136,2.5,25.9158,-85.7582,-134.68,-152
853.0,-8.25181,-10.6136,2.5,22.0921,-93.3422,63.6847,-152
774.0,-10.7518,-11.1136,2.5,23.5564,-93.6228,85.2155,-152
917.0,-13.2518,-10.1136,2.5,23.9198,-89.1286,89.7376,-152
693.0,-14.2518,-11.6136,2.5,25.7224,-97.2234,-91.7192,-152
715.0,-3.25181,-11.6136,2.5,21.8134,-81.0499,81.6026,-152
613.0,-17.2518,-12.1136,2.5,27.86,-99.4328,38.8477,-152
3234.0,-1.75181,5.38644,2.5,4.8349,-69.6087,-66.0671,-152
3342.0,-21.7518,6.38644,2.5,21.7484,-101.292,29.7552,-152
3189.0,-24.2518,5.38644,2.5,24.3865,-102.497,-4.21025,-152
3167.0,1.74819,4.88644,2.5,5.51061,-70.443,-106.025,-152
3695.0,6.74819,8.38644,2.5,7.23605,-72.2579,-174.524,-152
3922.0,9.24819,9.88644,2.5,9.55453,-73.0046,-43.6873,-152
3489.0,-22.2518,7.38644,2.5,22.1012,-100.955,-157.868,-152
2276.0,0.248192,-1.11356,2.5,11.1274,-74.8804,-30.5536,-152
2235.0,-20.2518,-1.11356,2.5,22.8333,-100.515,115.98,-152
2223.0,-26.2518,-1.11356,2.5,28.2261,-100.488,37.8742,-152
2216.0,7.24819,-1.61356,2.5,13.8541,-78.4182,-168.338,-152
2441.0,8.74819,-0.113562,2.5,13.5741,-79.7077,-12.4355,-152
2018.0,-17.7518,-2.61356,2.5,21.5284,-99.3888,-52.8021,-152
2707.0,-6.25181,1.88644,2.5,10.0592,-75.3951,136.916,-152
2902.0,-19.7518,3.38644,2.5,20.54,-101.041,178.92,-152
2573.0,0.748192,0.886438,2.5,9.17429,-77.3098,123.678,-152
2654.0,4.24819,1.38644,2.5,9.74326,-76.5963,-82.0951,-152
2648.0,1.24819,1.38644,2.5,8.75259,-74.2405,40.1664,-152
